Time (s)	44	54	64	74	84	94
0.00000e+00	 0	 0	 0	 0	 0	 0
5.00000e-05	 0	 0	 0	 0	 0	 0
1.00000e-04	 0	 0	 0	 0	 0	 0
1.50000e-04	 0	 0	 0	 0	 0	 0
2.00000e-04	 0	 0	 0	 0	 0	 0
2.50000e-04	 0	 0	 0	 0	 0	 0
3.00000e-04	 0	 0	 0	 0	 0	 0
3.50000e-04	 5.27071e-07	 1.66674e-06	 5.27071e-06	 1.66674e-05	 5.27071e-05	 0.000166674
4.00000e-04	 3.04937e-06	 9.64296e-06	 3.04937e-05	 9.64296e-05	 0.000304937	 0.000964296
4.50000e-04	 9.38996e-06	 2.96936e-05	 9.38996e-05	 0.000296936	 0.000938996	 0.00296936
5.00000e-04	 2.06776e-05	 6.53883e-05	 0.000206776	 0.000653883	 0.00206776	 0.00653883
5.50000e-04	 3.61198e-05	 0.000114221	 0.000361198	 0.00114221	 0.00361198	 0.0114221
6.00000e-04	 5.19391e-05	 0.000164246	 0.000519391	 0.00164246	 0.00519391	 0.0164246
6.50000e-04	 6.07888e-05	 0.000192231	 0.000607888	 0.00192231	 0.00607888	 0.0192231
7.00000e-04	 5.18726e-05	 0.000164035	 0.000518726	 0.00164035	 0.00518726	 0.0164035
7.50000e-04	 1.18945e-05	 3.76136e-05	 0.000118945	 0.000376136	 0.00118945	 0.00376136
8.00000e-04	 -7.31813e-05	 -0.00023142	 -0.000731813	 -0.0023142	 -0.00731813	 -0.023142
8.50000e-04	 -0.000215728	 -0.00068219	 -0.00215728	 -0.0068219	 -0.0215728	 -0.068219
9.00000e-04	 -0.000423693	 -0.00133983	 -0.00423693	 -0.0133983	 -0.0423693	 -0.133983
9.50000e-04	 -0.000697856	 -0.00220681	 -0.00697856	 -0.0220681	 -0.0697856	 -0.220681
1.00000e-03	 -0.00102951	 -0.00325561	 -0.0102951	 -0.0325561	 -0.102951	 -0.325561
1.05000e-03	 -0.00139902	 -0.00442409	 -0.0139902	 -0.0442409	 -0.139902	 -0.442409
1.10000e-03	 -0.00177549	 -0.0056146	 -0.0177549	 -0.056146	 -0.177549	 -0.56146
1.15000e-03	 -0.00211796	 -0.00669757	 -0.0211796	 -0.0669757	 -0.211796	 -0.669757
1.20000e-03	 -0.002378	 -0.00751989	 -0.02378	 -0.0751989	 -0.2378	 -0.751989
1.25000e-03	 -0.00250379	 -0.00791767	 -0.0250379	 -0.0791767	 -0.250379	 -0.791767
1.30000e-03	 -0.00244525	 -0.00773257	 -0.0244525	 -0.0773257	 -0.244525	 -0.773257
1.35000e-03	 -0.00215983	 -0.00682999	 -0.0215983	 -0.0682999	 -0.215983	 -0.682999
1.40000e-03	 -0.00161842	 -0.00511788	 -0.0161842	 -0.0511788	 -0.161842	 -0.511788
1.45000e-03	 -0.000810825	 -0.00256405	 -0.00810825	 -0.0256405	 -0.0810825	 -0.256405
1.50000e-03	 0.00024993	 0.000790347	 0.0024993	 0.00790347	 0.024993	 0.0790347
1.55000e-03	 0.00152514	 0.00482291	 0.0152514	 0.0482291	 0.152514	 0.482291
1.60000e-03	 0.00295012	 0.0093291	 0.0295012	 0.093291	 0.295012	 0.93291
1.65000e-03	 0.00443642	 0.0140292	 0.0443642	 0.140292	 0.443642	 1.40292
1.70000e-03	 0.00587655	 0.0185833	 0.0587655	 0.185833	 0.587655	 1.85833
1.75000e-03	 0.00715103	 0.0226135	 0.0715103	 0.226135	 0.715103	 2.26135
1.80000e-03	 0.00813736	 0.0257326	 0.0813736	 0.257326	 0.813736	 2.57326
1.85000e-03	 0.00872012	 0.0275754	 0.0872012	 0.275754	 0.872012	 2.75754
1.90000e-03	 0.00880154	 0.0278329	 0.0880154	 0.278329	 0.880154	 2.78329
1.95000e-03	 0.00831156	 0.0262835	 0.0831156	 0.262835	 0.831156	 2.62835
2.00000e-03	 0.00721646	 0.0228204	 0.0721646	 0.228204	 0.721646	 2.28204
2.05000e-03	 0.00552518	 0.0174722	 0.0552518	 0.174722	 0.552518	 1.74722
2.10000e-03	 0.00329273	 0.0104125	 0.0329273	 0.104125	 0.329273	 1.04125
2.15000e-03	 0.00062002	 0.00196068	 0.0062002	 0.0196068	 0.062002	 0.196068
2.20000e-03	 -0.00234994	 -0.00743116	 -0.0234994	 -0.0743116	 -0.234994	 -0.743116
2.25000e-03	 -0.00543951	 -0.0172012	 -0.0543951	 -0.172012	 -0.543951	 -1.72012
2.30000e-03	 -0.0084472	 -0.0267124	 -0.084472	 -0.267124	 -0.84472	 -2.67124
2.35000e-03	 -0.011161	 -0.0352941	 -0.11161	 -0.352941	 -1.1161	 -3.52941
