Frequency (Hz)	100	90	80	70	60	50	40	30
0.00000e+00	 0	 -180	 0	 0	 0	 -180	 -180	 -180
1.95312e+01	 19.3001	 -175.903	 0	 336.138	 127.017	 -84.0075	 -84.0075	 -84.0075
3.90625e+01	 62.7395	 -140.94	 0	 746.807	 214.719	 57.9067	 57.9067	 57.9067
5.85938e+01	 89.4059	 -117.627	 0	 1138	 273.119	 163.03	 163.03	 163.03
7.81250e+01	 101.982	 -104.07	 0	 1462.93	 427.993	 203.049	 203.049	 203.049
9.76562e+01	 126.716	 -65.8833	 0	 1825.82	 491.897	 129.607	 129.607	 129.607
1.17188e+02	 155.472	 -10.6822	 0	 2229	 517.548	 142.197	 142.197	 142.197
1.36719e+02	 162.779	 16.845	 0	 2604.92	 489.794	 142.691	 142.691	 142.691
1.56250e+02	 168.198	 33.1095	 0	 2947.44	 463.779	 107.751	 107.751	 107.751
1.75781e+02	 190.264	 59.3237	 0	 3312.66	 471.659	 100.391	 100.391	 100.391
1.95312e+02	 207.095	 76.8134	 0	 3690.37	 464.093	 102.657	 102.657	 102.657
2.14844e+02	 214.24	 84.4405	 0	 4051.72	 434.98	 80.3463	 80.3463	 80.3463
2.34375e+02	 232.08	 102.914	 0	 4409.03	 432.048	 69.6323	 69.6323	 69.6323
2.53906e+02	 252.865	 122.865	 0	 4779.67	 432.563	 74.0077	 74.0077	 74.0077
2.73438e+02	 262.064	 129.734	 0	 5149.37	 412.936	 57.4671	 57.4671	 57.4671
2.92969e+02	 269.602	 135.489	 0	 5511.64	 400.721	 36.7625	 36.7625	 36.7625
3.12500e+02	 278.513	 144.032	 0	 5867.72	 392.418	 28.5283	 28.5283	 28.5283
3.32031e+02	 283.269	 149.001	 0	 6243.08	 367.795	 10.0055	 10.0055	 10.0055
3.51562e+02	 284.155	 150.487	 0	 6651.58	 342.928	 -16.7135	 -16.7135	 -16.7135
3.71094e+02	 284.665	 152.59	 0	 7052.81	 324.976	 -34.5012	 -34.5012	 -34.5012
3.90625e+02	 284.838	 155.015	 0	 7419.12	 301.449	 -55.7037	 -55.7037	 -55.7037
4.10156e+02	 282.511	 154.321	 0	 7772.27	 276.923	 -84.0956	 -84.0956	 -84.0956
4.29688e+02	 277.677	 149.877	 0	 8126.18	 254.533	 -108.57	 -108.57	 -108.57
4.49219e+02	 271.811	 143.74	 0	 8479.59	 225.613	 -134.723	 -134.723	 -134.723
4.68750e+02	 265.378	 136.936	 0	 8829.64	 193.244	 -165.623	 -165.623	 -165.623
4.88281e+02	 258.004	 129.162	 0	 9178.2	 165.004	 -194.111	 -194.111	 -194.111
5.07812e+02	 250.375	 121.612	 0	 9529.19	 136.253	 -222.424	 -222.424	 -222.424
5.27344e+02	 244.121	 116.652	 0	 9883.87	 107.18	 -252.965	 -252.965	 -252.965
5.46875e+02	 240.226	 115.099	 0	 10243	 81.6015	 -280.4	 -280.4	 -280.4
5.66406e+02	 238.55	 115.92	 0	 10612.6	 55.5809	 -305.561	 -305.561	 -305.561
5.85938e+02	 238.979	 118.321	 0	 11008.6	 26.9088	 -332.231	 -332.231	 -332.231
6.05469e+02	 242.208	 122.727	 0	 11406.6	 0.57256	 -358.116	 -358.116	 -358.116
6.25000e+02	 249.199	 130.071	 0	 11780.3	 -22.8206	 -382.022	 -382.022	 -382.022
6.44531e+02	 259.849	 141.347	 0	 12143.5	 -46.1787	 -406.39	 -406.39	 -406.39
6.64062e+02	 272.144	 158.84	 0	 12502.3	 -69.7581	 -430.984	 -430.984	 -430.984
6.83594e+02	 283.381	 186.928	 0	 12859.6	 -92.7176	 -453.736	 -453.736	 -453.736
7.03125e+02	 292.603	 222.757	 0	 13217.5	 -113.996	 -473.743	 -473.743	 -473.743
7.22656e+02	 302.398	 252.797	 0	 13579	 -128.725	 -487.66	 -487.66	 -487.66
7.42188e+02	 330.666	 291.429	 0	 13961.1	 -117.135	 -476.375	 -476.375	 -476.375
7.61719e+02	 422.556	 387.152	 0	 14407.2	 -34.3672	 -394.373	 -394.373	 -394.373
7.81250e+02	 443.36	 406.262	 0	 14780.4	 -16.5348	 -377.123	 -377.123	 -377.123
8.00781e+02	 446.738	 401.842	 0	 15133.1	 -10.8899	 -371.634	 -371.634	 -371.634
8.20312e+02	 445.82	 388.591	 0	 15483	 -3.26263	 -363.699	 -363.699	 -363.699
8.39844e+02	 437.812	 374.319	 0	 15840.1	 8.18227	 -351.583	 -351.583	 -351.583
8.59375e+02	 414.776	 364.783	 0	 16203.9	 19.9748	 -339.132	 -339.132	 -339.132
8.78906e+02	 390.026	 360.004	 0	 16568.2	 28.2544	 -330.91	 -330.91	 -330.91
8.98438e+02	 372.571	 358.528	 0	 16932.1	 34.7734	 -325.38	 -325.38	 -325.38
9.17969e+02	 361.414	 356.618	 0	 17297.6	 40.618	 -320.412	 -320.412	 -320.412
9.37500e+02	 355.436	 351.67	 0	 17662.7	 40.9464	 -319.843	 -319.843	 -319.843
9.57031e+02	 349.354	 348.095	 0	 18025.2	 36.1134	 -323.869	 -323.869	 -323.869
9.76562e+02	 343.404	 346.971	 0	 18388.1	 34.1316	 -325.337	 -325.337	 -325.337
9.96094e+02	 340.677	 342.821	 0	 18752.7	 32.0575	 -326.749	 -326.749	 -326.749
1.01562e+03	 337.324	 337.936	 0	 19114.6	 23.2589	 -336.086	 -336.086	 -336.086
1.03516e+03	 331.795	 338.071	 0	 19472.7	 18.1834	 -343.159	 -343.159	 -343.159
1.05469e+03	 329.812	 337.977	 0	 19832	 18.5381	 -342.776	 -342.776	 -342.776
1.07422e+03	 328.966	 332.251	 0	 20191.1	 6.92068	 -352.316	 -352.316	 -352.316
1.09375e+03	 323.516	 330.724	 0	 20538.7	 -5.12044	 -364.917	 -364.917	 -364.917
1.11328e+03	 320.768	 334.707	 0	 20878.5	 -1.98442	 -362.019	 -362.019	 -362.019
1.13281e+03	 323.158	 330.802	 0	 21233.7	 -7.12639	 -365.557	 -365.557	 -365.557
1.15234e+03	 318.438	 325.743	 0	 21574.9	 -21.9262	 -382.528	 -382.528	 -382.528
1.17188e+03	 313.822	 332.474	 0	 21919.3	 -16.7997	 -378.743	 -378.743	 -378.743
1.19141e+03	 322.012	 337.049	 0	 22294.5	 -11.065	 -370.138	 -370.138	 -370.138
1.21094e+03	 319.534	 328.001	 0	 22651.6	 -30.5593	 -389.723	 -389.723	 -389.723
1.23047e+03	 313.217	 335.61	 0	 23000.1	 -25.6762	 -386.997	 -386.997	 -386.997
1.25000e+03	 333.594	 358.357	 0	 23390.6	 0.749338	 -358.247	 -358.247	 -358.247
1.26953e+03	 333.189	 342.195	 0	 23756.1	 -22.5128	 -381.421	 -381.421	 -381.421
1.28906e+03	 326.665	 349.439	 0	 24100.6	 -18.8206	 -381.262	 -381.262	 -381.262
1.30859e+03	 360.548	 395.386	 0	 24500.3	 30.6205	 -329.958	 -329.958	 -329.958
1.32812e+03	 354.504	 361.647	 0	 24863.7	 -7.61812	 -364.586	 -364.586	 -364.586
1.34766e+03	 345.802	 363.55	 0	 25197.6	 -10.4753	 -372.595	 -372.595	 -372.595
1.36719e+03	 377.461	 420.783	 0	 25585.4	 47.9001	 -313.486	 -313.486	 -313.486
1.38672e+03	 366.867	 369.138	 0	 25948.5	 -0.139343	 -355.238	 -355.238	 -355.238
1.40625e+03	 353.204	 359.209	 0	 26269.4	 -16.0591	 -378.787	 -378.787	 -378.787
1.42578e+03	 380.947	 427.222	 0	 26649.7	 49.542	 -313.652	 -313.652	 -313.652
1.44531e+03	 371.514	 364.445	 0	 27021.8	 2.69676	 -348.751	 -348.751	 -348.751
1.46484e+03	 354.107	 341.96	 0	 27346.1	 -30.6859	 -393.065	 -393.065	 -393.065
1.48438e+03	 378.105	 419.713	 0	 27715.9	 40.7518	 -323.074	 -323.074	 -323.074
1.50391e+03	 373.863	 348.395	 0	 28100.9	 13.5653	 -334.759	 -334.759	 -334.759
1.52344e+03	 354.106	 319.907	 0	 28438.5	 -45.7018	 -408.361	 -408.361	 -408.361
1.54297e+03	 368.566	 398.054	 0	 28777.4	 23.2487	 -341.547	 -341.547	 -341.547
1.56250e+03	 376.83	 307.527	 0	 29184.2	 44.8187	 -308.633	 -308.633	 -308.633
1.58203e+03	 355.054	 301.096	 0	 29534.3	 -59.51	 -421.96	 -421.96	 -421.96
1.60156e+03	 339.2	 352.531	 0	 29810.6	 -17.3031	 -382.327	 -382.327	 -382.327
1.62109e+03	 381.849	 524.208	 0	 30267.9	 84.7367	 -279.777	 -279.777	 -279.777
1.64062e+03	 357.288	 650.911	 0	 30624.1	 -70.2784	 -433.241	 -433.241	 -433.241
1.66016e+03	 298.784	 655.877	 0	 30821	 -72.1171	 -437.559	 -437.559	 -437.559
1.67969e+03	 388.723	 864.026	 0	 31352.8	 112.904	 -256.187	 -256.187	 -256.187
1.69922e+03	 360.612	 1006.36	 0	 31708.1	 280.35	 -83.2718	 -83.2718	 -83.2718
1.71875e+03	 295.182	 995.158	 0	 31866.4	 265.666	 -99.8062	 -99.8062	 -99.8062
1.73828e+03	 35.0364	 873.19	 0	 31720.4	 130.91	 -238.316	 -238.316	 -238.316
1.75781e+03	 4.43345	 1000.77	 0	 31712.6	 270.693	 -95.1592	 -95.1592	 -95.1592
1.77734e+03	 -49.6464	 992.049	 0	 31843.2	 261.121	 -104.537	 -104.537	 -104.537
1.79688e+03	 -321.886	 882.482	 0	 31726.9	 142.125	 -226.805	 -226.805	 -226.805
1.81641e+03	 -352.83	 989.6	 0	 31718	 256.259	 -113.177	 -113.177	 -113.177
1.83594e+03	 -391.918	 992.813	 0	 31786.1	 261.668	 -104.013	 -104.013	 -104.013
1.85547e+03	 -681.057	 887.987	 0	 31729.5	 149.132	 -219.184	 -219.184	 -219.184
1.87500e+03	 -712.473	 974.459	 0	 31720.1	 236.61	 -137.033	 -137.033	 -137.033
1.89453e+03	 -740.712	 990.441	 0	 31756.4	 259.55	 -106.319	 -106.319	 -106.319
1.91406e+03	 -1036.92	 896.894	 0	 31733.5	 159.814	 -208.079	 -208.079	 -208.079
1.93359e+03	 -1073.02	 958.253	 0	 31719.1	 216.19	 -158.813	 -158.813	 -158.813
1.95312e+03	 -1096.25	 983.988	 0	 31744	 253.116	 -112.903	 -112.903	 -112.903
1.97266e+03	 -1027.83	 913.322	 0	 31744.4	 177.71	 -189.75	 -189.75	 -189.75
1.99219e+03	 -1071.48	 945.694	 0	 31718.9	 202.068	 -171.988	 -171.988	 -171.988
2.01172e+03	 -1093.53	 977.318	 0	 31734	 246.187	 -120.161	 -120.161	 -120.161
2.03125e+03	 -1027.56	 926.54	 0	 31752.6	 192.269	 -174.903	 -174.903	 -174.903
2.05078e+03	 -1067.95	 937.132	 0	 31721.6	 194.607	 -177.764	 -177.764	 -177.764
2.07031e+03	 -1089.75	 972.49	 0	 31728.2	 240.547	 -126.124	 -126.124	 -126.124
2.08984e+03	 -1042.02	 934.732	 0	 31753.5	 201.139	 -165.76	 -165.76	 -165.76
2.10938e+03	 -1064.69	 930.95	 0	 31724.6	 190.693	 -180.228	 -180.228	 -180.228
2.12891e+03	 -1085.7	 967.817	 0	 31727	 235.249	 -131.843	 -131.843	 -131.843
2.14844e+03	 -1062.79	 940.925	 0	 31749.7	 207.732	 -158.989	 -158.989	 -158.989
2.16797e+03	 -1062.32	 927.13	 0	 31725.6	 188.749	 -181.028	 -181.028	 -181.028
2.18750e+03	 -1082.14	 962.59	 0	 31726.3	 229.566	 -137.851	 -137.851	 -137.851
2.20703e+03	 -1075.9	 945.663	 0	 31746.7	 212.767	 -153.781	 -153.781	 -153.781
2.22656e+03	 -1060.82	 925.374	 0	 31726.1	 188.374	 -180.529	 -180.529	 -180.529
2.24609e+03	 -1079.35	 956.868	 0	 31724.2	 223.628	 -144.083	 -144.083	 -144.083
2.26562e+03	 -1081.02	 948.512	 0	 31743.1	 215.979	 -150.471	 -150.471	 -150.471
2.28516e+03	 -1060.05	 925.449	 0	 31727.7	 189.469	 -178.762	 -178.762	 -178.762
2.30469e+03	 -1077.04	 951.376	 0	 31723.1	 217.934	 -149.902	 -149.902	 -149.902
2.32422e+03	 -1082.47	 949.58	 0	 31738.1	 217.428	 -148.918	 -148.918	 -148.918
2.34375e+03	 -1060.24	 926.55	 0	 31728.9	 191.427	 -176.255	 -176.255	 -176.255
2.36328e+03	 -1075.06	 946.555	 0	 31722.6	 212.939	 -154.928	 -154.928	 -154.928
2.38281e+03	 -1082.38	 949.482	 0	 31733.9	 217.72	 -148.583	 -148.583	 -148.583
2.40234e+03	 -1061.52	 928.045	 0	 31729.3	 193.754	 -173.504	 -173.504	 -173.504
2.42188e+03	 -1073.38	 942.466	 0	 31722.2	 208.71	 -159.061	 -159.061	 -159.061
2.44141e+03	 -1081.63	 948.719	 0	 31730.6	 217.235	 -149.017	 -149.017	 -149.017
2.46094e+03	 -1063.64	 929.596	 0	 31729.4	 196.081	 -170.809	 -170.809	 -170.809
2.48047e+03	 -1072.06	 939.017	 0	 31721.8	 205.24	 -162.355	 -162.355	 -162.355
2.50000e+03	 -1080.62	 947.55	 0	 31727.8	 216.243	 -149.987	 -149.987	 -149.987
2.51953e+03	 -1066.14	 931.086	 0	 31729.2	 198.308	 -168.292	 -168.292	 -168.292
2.53906e+03	 -1071.09	 936.121	 0	 31721.5	 202.488	 -164.883	 -164.883	 -164.883
2.55859e+03	 -1079.58	 946.088	 0	 31725.4	 214.84	 -151.365	 -151.365	 -151.365
2.57812e+03	 -1068.6	 932.461	 0	 31728.6	 200.319	 -166.026	 -166.026	 -166.026
2.59766e+03	 -1070.39	 933.73	 0	 31721.4	 200.405	 -166.71	 -166.71	 -166.71
2.61719e+03	 -1078.63	 944.399	 0	 31723.5	 213.138	 -153.045	 -153.045	 -153.045
2.63672e+03	 -1070.83	 933.667	 0	 31727.5	 202.044	 -164.092	 -164.092	 -164.092
2.65625e+03	 -1069.92	 931.825	 0	 31721.2	 198.943	 -167.913	 -167.913	 -167.913
2.67578e+03	 -1077.73	 942.535	 0	 31721.9	 211.26	 -154.891	 -154.891	 -154.891
2.69531e+03	 -1072.72	 934.644	 0	 31726.3	 203.401	 -162.553	 -162.553	 -162.553
2.71484e+03	 -1069.66	 930.395	 0	 31721	 197.992	 -168.609	 -168.609	 -168.609
2.73438e+03	 -1076.88	 940.56	 0	 31720.6	 209.336	 -156.77	 -156.77	 -156.77
2.75391e+03	 -1074.23	 935.339	 0	 31724.9	 204.391	 -161.407	 -161.407	 -161.407
