Frequency (Hz)	10	20	30	40	50	60	70	80	90	100
0.00000e+00	 0	 0	 0	 0	 0	 -180	 -180	 -180	 0	 -180
1.95312e+01	 79.5476	 79.5476	 79.5476	 79.5476	 79.5476	 -131.476	 -340.598	 -4.45991	 171.443	 -23.76
3.90625e+01	 137.464	 137.464	 137.464	 137.464	 137.464	 -19.348	 -551.436	 195.371	 336.312	 132.632
5.85938e+01	 215.55	 215.55	 215.55	 215.55	 215.55	 105.462	 -759.422	 378.58	 496.207	 289.174
7.81250e+01	 345.172	 345.172	 345.172	 345.172	 345.172	 120.228	 -914.714	 548.221	 652.29	 446.239
9.76562e+01	 601.98	 601.98	 601.98	 601.98	 601.98	 239.69	 -1094.23	 731.587	 797.47	 604.871
1.17188e+02	 779.29	 779.29	 779.29	 779.29	 779.29	 403.939	 -1307.51	 921.487	 932.169	 766.015
1.36719e+02	 949.781	 949.781	 949.781	 949.781	 949.781	 602.678	 -1512.45	 1092.47	 1075.63	 929.693
1.56250e+02	 1155.67	 1155.67	 1155.67	 1155.67	 1155.67	 799.641	 -1684.02	 1263.42	 1230.31	 1095.22
1.75781e+02	 1351.94	 1351.94	 1351.94	 1351.94	 1351.94	 980.674	 -1860.33	 1452.33	 1393.01	 1262.07
1.95312e+02	 1534.53	 1534.53	 1534.53	 1534.53	 1534.53	 1173.09	 -2053.19	 1637.18	 1560.37	 1430.09
2.14844e+02	 1732.98	 1732.98	 1732.98	 1732.98	 1732.98	 1378.34	 -2238.4	 1813.32	 1728.88	 1599.08
2.34375e+02	 1931.1	 1931.1	 1931.1	 1931.1	 1931.1	 1568.68	 -2408.29	 2000.73	 1897.82	 1768.65
2.53906e+02	 2117.4	 2117.4	 2117.4	 2117.4	 2117.4	 1758.85	 -2588.26	 2191.41	 2068.55	 1938.55
2.73438e+02	 2313.41	 2313.41	 2313.41	 2313.41	 2313.41	 1957.94	 -2778.49	 2370.88	 2241.15	 2108.81
2.92969e+02	 2512.3	 2512.3	 2512.3	 2512.3	 2512.3	 2148.34	 -2962.58	 2549.06	 2413.57	 2279.46
3.12500e+02	 2700.27	 2700.27	 2700.27	 2700.27	 2700.27	 2336.38	 -3138.92	 2728.8	 2584.77	 2450.29
3.32031e+02	 2894.45	 2894.45	 2894.45	 2894.45	 2894.45	 2536.66	 -3338.62	 2904.45	 2755.45	 2621.19
3.51562e+02	 3093.1	 3093.1	 3093.1	 3093.1	 3093.1	 2733.45	 -3575.2	 3076.38	 2925.89	 2792.23
3.71094e+02	 3282.6	 3282.6	 3282.6	 3282.6	 3282.6	 2923.12	 -3804.71	 3248.1	 3095.51	 2963.44
3.90625e+02	 3475.2	 3475.2	 3475.2	 3475.2	 3475.2	 3118.05	 -3999.62	 3419.5	 3264.48	 3134.66
4.10156e+02	 3672.41	 3672.41	 3672.41	 3672.41	 3672.41	 3311.39	 -4183.95	 3588.31	 3433.99	 3305.8
4.29688e+02	 3863.14	 3863.14	 3863.14	 3863.14	 3863.14	 3500.04	 -4371.61	 3754.57	 3604.7	 3476.9
4.49219e+02	 4054.43	 4054.43	 4054.43	 4054.43	 4054.43	 3694.09	 -4559.88	 3919.7	 3775.96	 3647.89
4.68750e+02	 4249.51	 4249.51	 4249.51	 4249.51	 4249.51	 3890.65	 -4745.75	 4083.89	 3946.95	 3818.51
4.88281e+02	 4440.61	 4440.61	 4440.61	 4440.61	 4440.61	 4081.5	 -4931.7	 4246.5	 4117.34	 3988.5
5.07812e+02	 4630.52	 4630.52	 4630.52	 4630.52	 4630.52	 4271.84	 -5121.09	 4408.1	 4286.48	 4157.72
5.27344e+02	 4823.01	 4823.01	 4823.01	 4823.01	 4823.01	 4462.87	 -5313.82	 4570.05	 4453.39	 4325.92
5.46875e+02	 5013.21	 5013.21	 5013.21	 5013.21	 5013.21	 4651.21	 -5510.17	 4732.81	 4617.71	 4492.58
5.66406e+02	 5201.23	 5201.23	 5201.23	 5201.23	 5201.23	 4840.09	 -5716.9	 4895.67	 4779.75	 4657.12
5.85938e+02	 5390.22	 5390.22	 5390.22	 5390.22	 5390.22	 5031.08	 -5950.64	 5057.99	 4939.67	 4819.01
6.05469e+02	 5577.78	 5577.78	 5577.78	 5577.78	 5577.78	 5219.1	 -6186.9	 5219.67	 5096.94	 4977.46
6.25000e+02	 5762.52	 5762.52	 5762.52	 5762.52	 5762.52	 5403.31	 -6399.82	 5380.49	 5250.42	 5131.3
6.44531e+02	 5946.25	 5946.25	 5946.25	 5946.25	 5946.25	 5586.04	 -6603.62	 5539.86	 5398.51	 5280.01
6.64062e+02	 6128.26	 6128.26	 6128.26	 6128.26	 6128.26	 5767.03	 -6804.99	 5697.27	 5538.43	 5425.13
6.83594e+02	 6306.67	 6306.67	 6306.67	 6306.67	 6306.67	 5945.65	 -7006.64	 5852.93	 5666	 5569.55
7.03125e+02	 6481.76	 6481.76	 6481.76	 6481.76	 6481.76	 6122.01	 -7209.47	 6008.01	 5785.26	 5715.41
7.22656e+02	 6653.51	 6653.51	 6653.51	 6653.51	 6653.51	 6294.58	 -7413.18	 6165.85	 5913.06	 5863.46
7.42188e+02	 6820.85	 6820.85	 6820.85	 6820.85	 6820.85	 6461.61	 -7616.64	 6344.47	 6053.04	 6013.81
7.61719e+02	 6983.48	 6983.48	 6983.48	 6983.48	 6983.48	 6623.47	 -7818.1	 6589.1	 6201.95	 6166.55
7.81250e+02	 7142.6	 7142.6	 7142.6	 7142.6	 7142.6	 6782.01	 -8014.94	 6765.47	 6359.21	 6322.11
8.00781e+02	 7299.92	 7299.92	 7299.92	 7299.92	 7299.92	 6939.17	 -8204.82	 6928.28	 6526.44	 6481.54
8.20312e+02	 7457.26	 7457.26	 7457.26	 7457.26	 7457.26	 7096.82	 -8389.48	 7093.56	 6704.97	 6647.74
8.39844e+02	 7616.5	 7616.5	 7616.5	 7616.5	 7616.5	 7256.74	 -8575.17	 7264.92	 6890.6	 6827.11
8.59375e+02	 7779.5	 7779.5	 7779.5	 7779.5	 7779.5	 7420.39	 -8763.56	 7440.37	 7075.58	 7025.59
8.78906e+02	 7947.41	 7947.41	 7947.41	 7947.41	 7947.41	 7588.25	 -8951.71	 7616.5	 7256.5	 7226.48
8.98438e+02	 8119.43	 8119.43	 8119.43	 8119.43	 8119.43	 7759.28	 -9138.02	 7794.05	 7435.52	 7421.48
9.17969e+02	 8294.38	 8294.38	 8294.38	 8294.38	 8294.38	 7933.35	 -9323.66	 7973.97	 7617.35	 7612.56
9.37500e+02	 8473.26	 8473.26	 8473.26	 8473.26	 8473.26	 8112.47	 -9509.23	 8153.42	 7801.75	 7797.98
9.57031e+02	 8656.17	 8656.17	 8656.17	 8656.17	 8656.17	 8296.19	 -9692.88	 8332.3	 7984.21	 7982.95
9.76562e+02	 8839.24	 8839.24	 8839.24	 8839.24	 8839.24	 8479.77	 -9874.24	 8513.9	 8166.93	 8170.5
9.96094e+02	 9023.39	 9023.39	 9023.39	 9023.39	 9023.39	 8664.58	 -10056.1	 8696.64	 8353.82	 8355.96
1.01562e+03	 9212.99	 9212.99	 9212.99	 9212.99	 9212.99	 8853.64	 -10237.7	 8876.9	 8538.96	 8539.58
1.03516e+03	 9401.71	 9401.71	 9401.71	 9401.71	 9401.71	 9040.36	 -10414.2	 9058.55	 8720.48	 8726.75
1.05469e+03	 9587.21	 9587.21	 9587.21	 9587.21	 9587.21	 9225.9	 -10587.5	 9244.44	 8906.46	 8914.62
1.07422e+03	 9780.12	 9780.12	 9780.12	 9780.12	 9780.12	 9420.88	 -10763.3	 9427.8	 9095.55	 9098.84
1.09375e+03	 9974.1	 9974.1	 9974.1	 9974.1	 9974.1	 9614.3	 -10929.5	 9609.18	 9278.45	 9285.66
1.11328e+03	 10159.5	 10159.5	 10159.5	 10159.5	 10159.5	 9799.49	 -11081	 9797.51	 9462.8	 9476.74
1.13281e+03	 10352.6	 10352.6	 10352.6	 10352.6	 10352.6	 9994.18	 -11246.6	 9987.05	 9656.25	 9663.89
1.15234e+03	 10552	 10552	 10552	 10552	 10552	 10191.4	 -11405.5	 10169.4	 9843.69	 9851
1.17188e+03	 10737.5	 10737.5	 10737.5	 10737.5	 10737.5	 10375.6	 -11560.5	 10358.8	 10026.3	 10045
1.19141e+03	 10928.3	 10928.3	 10928.3	 10928.3	 10928.3	 10569.2	 -11736.3	 10558.2	 10221.1	 10236.1
1.21094e+03	 11133	 11133	 11133	 11133	 11133	 10773.9	 -11908.3	 10743.3	 10415.3	 10423.8
1.23047e+03	 11319.4	 11319.4	 11319.4	 11319.4	 11319.4	 10958	 -12067.7	 10932.4	 10596.8	 10619.1
1.25000e+03	 11506	 11506	 11506	 11506	 11506	 11147	 -12242.9	 11147.7	 10789.4	 10814.1
1.26953e+03	 11716.2	 11716.2	 11716.2	 11716.2	 11716.2	 11357.3	 -12421.3	 11334.8	 10992.6	 11001.6
1.28906e+03	 11904.2	 11904.2	 11904.2	 11904.2	 11904.2	 11541.8	 -12577.7	 11522.9	 11173.5	 11196.3
1.30859e+03	 12084.9	 12084.9	 12084.9	 12084.9	 12084.9	 11724.4	 -12745.3	 11755	 11359.6	 11394.4
1.32812e+03	 12300.3	 12300.3	 12300.3	 12300.3	 12300.3	 11943.4	 -12928	 11935.7	 11574.1	 11581.2
1.34766e+03	 12491.7	 12491.7	 12491.7	 12491.7	 12491.7	 12129.6	 -13078.4	 12119.1	 11755.6	 11773.3
1.36719e+03	 12665.6	 12665.6	 12665.6	 12665.6	 12665.6	 12304.3	 -13233.2	 12352.2	 11931.4	 11974.7
1.38672e+03	 12883.6	 12883.6	 12883.6	 12883.6	 12883.6	 12528.5	 -13420.1	 12528.4	 12159.2	 12161.5
1.40625e+03	 13081.6	 13081.6	 13081.6	 13081.6	 13081.6	 12718.9	 -13566.6	 12702.8	 12343.6	 12349.6
1.42578e+03	 13248.9	 13248.9	 13248.9	 13248.9	 13248.9	 12885.7	 -13714.5	 12935.3	 12508	 12554.3
1.44531e+03	 13463.1	 13463.1	 13463.1	 13463.1	 13463.1	 13111.7	 -13907.4	 13114.4	 12749.9	 12742.9
1.46484e+03	 13673.5	 13673.5	 13673.5	 13673.5	 13673.5	 13311.2	 -14065.7	 13280.5	 12938.5	 12926.4
1.48438e+03	 13834.9	 13834.9	 13834.9	 13834.9	 13834.9	 13471.1	 -14204	 13511.8	 13092.1	 13133.7
1.50391e+03	 14035	 14035	 14035	 14035	 14035	 13686.7	 -14400.7	 13700.2	 13351.9	 13326.4
1.52344e+03	 14267.5	 14267.5	 14267.5	 14267.5	 14267.5	 13904.9	 -14579.4	 13859.2	 13539.3	 13505.1
1.54297e+03	 14423.3	 14423.3	 14423.3	 14423.3	 14423.3	 14058.5	 -14695.6	 14081.8	 13683.7	 13713.2
1.56250e+03	 14598.6	 14598.6	 14598.6	 14598.6	 14598.6	 14245.2	 -14894.2	 14290	 13982.5	 13913.2
1.58203e+03	 14863.9	 14863.9	 14863.9	 14863.9	 14863.9	 14501.5	 -15092.3	 14442	 14140.9	 14086.9
1.60156e+03	 15014	 15014	 15014	 15014	 15014	 14648.9	 -15179	 14631.6	 14279.1	 14292.4
1.62109e+03	 15165.7	 15165.7	 15165.7	 15165.7	 15165.7	 14801.2	 -15382	 14886	 14361.7	 14504.1
1.64062e+03	 15463.3	 15463.3	 15463.3	 15463.3	 15463.3	 15100.4	 -15594	 15030.1	 14379.2	 14672.8
