Time (s)	50	80
0.00000e+00	 0	 0
5.00000e-05	 5.4083e-10	 1.26569e-08
1.00000e-04	 4.73167e-09	 1.11058e-07
1.50000e-04	 2.20548e-08	 5.1961e-07
2.00000e-04	 7.30996e-08	 1.73037e-06
2.50000e-04	 1.93092e-07	 4.59743e-06
3.00000e-04	 4.31052e-07	 1.03367e-05
3.50000e-04	 8.40983e-07	 2.03451e-05
4.00000e-04	 1.46194e-06	 3.57595e-05
4.50000e-04	 2.28517e-06	 5.66982e-05
5.00000e-04	 3.20882e-06	 8.11782e-05
5.50000e-04	 3.98357e-06	 0.000103758
6.00000e-04	 4.15539e-06	 0.000114026
6.50000e-04	 3.01485e-06	 9.51291e-05
7.00000e-04	 -4.36337e-07	 2.25747e-05
7.50000e-04	 -7.48969e-06	 -0.000136412
8.00000e-04	 -1.96948e-05	 -0.000422701
8.50000e-04	 -3.87766e-05	 -0.000884004
9.00000e-04	 -6.65028e-05	 -0.00157239
9.50000e-04	 -0.000104503	 -0.00254053
1.00000e-03	 -0.000154049	 -0.0038367
1.05000e-03	 -0.000215815	 -0.00549889
1.10000e-03	 -0.000289639	 -0.00754829
1.15000e-03	 -0.000374307	 -0.0099827
1.20000e-03	 -0.000467396	 -0.0127706
1.25000e-03	 -0.000565208	 -0.0158464
1.30000e-03	 -0.000662796	 -0.0191076
1.35000e-03	 -0.000754131	 -0.0224145
1.40000e-03	 -0.000832383	 -0.0255926
1.45000e-03	 -0.000890338	 -0.0284392
1.50000e-03	 -0.000920902	 -0.0307312
1.55000e-03	 -0.000917689	 -0.0322385
1.60000e-03	 -0.00087562	 -0.0327369
1.65000e-03	 -0.000791505	 -0.0320251
1.70000e-03	 -0.000664529	 -0.0299405
1.75000e-03	 -0.000496609	 -0.0263749
1.80000e-03	 -0.000292552	 -0.0212881
1.85000e-03	 -6.00003e-05	 -0.0147189
1.90000e-03	 0.000190879	 -0.00679095
1.95000e-03	 0.000447938	 0.00228615
2.00000e-03	 0.000697821	 0.0122211
2.05000e-03	 0.000926907	 0.0226514
2.10000e-03	 0.00112236	 0.0331594
