Frequency (Hz)	80	70	60	50	40	30	20
2.00000e+02	 0.0478299	 2.43605e-12	 4.95537e-12	 0	 4.1589e-12	 3.33955e-12	 -4.00124e-13
3.00000e+02	 -4.08159	 -2.11253e-12	 -4.57856e-12	 0	 -2.42384e-12	 1.84741e-13	 -1.84386e-12
4.00000e+02	 -9.04495	 1.4202	 3.92397e-12	 0	 -4.71623e-13	 -7.22089e-13	 -5.01288e-12
5.00000e+02	 -14.3281	 4.4838	 1.10382	 0	 7.68008e-12	 5.93658e-12	 6.48193e-12
6.00000e+02	 -20.6492	 4.49492	 -2.12598	 0	 -1.21447	 -1.21447	 -1.21447
7.00000e+02	 -23.5566	 7.86651	 -4.73252	 0	 2.68757	 0.637044	 0.637044
8.00000e+02	 -28.5576	 9.05898	 -11.018	 0	 4.33139	 1.73932	 1.10806
9.00000e+02	 -33.816	 8.96806	 -17.4177	 0	 5.05632	 4.84429	 4.84429
1.00000e+03	 -41.4875	 7.66551	 -24.6647	 0	 6.28319	 6.28319	 6.28319
1.10000e+03	 -49.2552	 6.58661	 -31.4159	 0	 6.28319	 6.28319	 6.28319
1.20000e+03	 -56.1992	 6.28373	 -37.6991	 0	 6.28319	 6.28319	 6.28319
1.30000e+03	 -62.6254	 6.28319	 -43.9823	 0	 6.28319	 6.28319	 6.28319
1.40000e+03	 -69.115	 6.28319	 -50.2655	 0	 6.28319	 6.28319	 6.28319
1.50000e+03	 -75.3982	 6.28319	 -56.5487	 0	 6.28319	 6.28319	 6.28319
1.60000e+03	 -81.6814	 6.28319	 -62.8319	 0	 6.28319	 6.28319	 6.28319
1.70000e+03	 -87.9646	 6.28319	 -69.115	 0	 6.28319	 6.28319	 6.28319
1.80000e+03	 -94.2478	 6.28319	 -75.3982	 0	 6.28319	 6.28319	 6.28319
1.90000e+03	 -100.531	 6.28319	 -81.6814	 0	 6.28319	 6.28319	 6.28319
