Time (s)	28	34	40	46	52	58	64	70	76
2.70000e+01	 99.7715	 99.9195	 100.012	 99.9998	 99.9904	 99.9852	 99.9912	 100.002	 100.001
3.30000e+01	 99.5088	 99.8571	 100.033	 100.003	 99.9808	 99.9702	 99.9821	 100.003	 100.002
3.90000e+01	 98.8691	 99.7823	 100.091	 100.01	 99.962	 99.9406	 99.9635	 100.006	 100.004
4.50000e+01	 97.0672	 99.854	 100.343	 100.031	 99.92	 99.877	 99.9236	 100.012	 100.008
5.10000e+01	 92.3456	 101.219	 101.279	 100.084	 99.8163	 99.7518	 99.8499	 100.029	 100.016
5.70000e+01	 84.5532	 106.472	 104.836	 100.208	 99.5805	 99.5007	 99.707	 100.063	 100.033
6.30000e+01	 87.229	 125.519	 114.882	 100.503	 98.9188	 98.9844	 99.3268	 100.115	 100.081
